id,training_data_type,question,content
1840459-doc,documentation,,"The following columns are in the sales_order_status table in the GEN_AI_NEW database:

|     | TABLE_CATALOG   | TABLE_SCHEMA   | TABLE_NAME         | COLUMN_NAME                  | DATA_TYPE   |
|----:|:----------------|:---------------|:-------------------|:-----------------------------|:------------|
| 115 | GEN_AI_NEW      | dbo            | sales_order_status | SALES_ORDER_NUMBER           | varchar     |
| 116 | GEN_AI_NEW      | dbo            | sales_order_status | LINE_ITEM_NUMBER             | varchar     |
| 117 | GEN_AI_NEW      | dbo            | sales_order_status | CUSTOMER_NAME                | varchar     |
| 118 | GEN_AI_NEW      | dbo            | sales_order_status | SOLD_TO_PARTY                | int         |
| 119 | GEN_AI_NEW      | dbo            | sales_order_status | DEMAND_GROUP                 | varchar     |
| 120 | GEN_AI_NEW      | dbo            | sales_order_status | SHIP_TO_STATE                | varchar     |
| 121 | GEN_AI_NEW      | dbo            | sales_order_status | SHIP_TO_BRANCH               | varchar     |
| 122 | GEN_AI_NEW      | dbo            | sales_order_status | REGION                       | varchar     |
| 123 | GEN_AI_NEW      | dbo            | sales_order_status | SEGMENT                      | varchar     |
| 124 | GEN_AI_NEW      | dbo            | sales_order_status | PRODUCT_FORM                 | varchar     |
| 125 | GEN_AI_NEW      | dbo            | sales_order_status | ITEM                         | varchar     |
| 126 | GEN_AI_NEW      | dbo            | sales_order_status | PLANT_NAME                   | varchar     |
| 127 | GEN_AI_NEW      | dbo            | sales_order_status | PLANT                        | varchar     |
| 128 | GEN_AI_NEW      | dbo            | sales_order_status | ORDER_TYPE                   | varchar     |
| 129 | GEN_AI_NEW      | dbo            | sales_order_status | DELIVERY_TARGET_DATE         | date        |
| 130 | GEN_AI_NEW      | dbo            | sales_order_status | PROMISED_TARGET_QUANTITY     | smallint    |
| 131 | GEN_AI_NEW      | dbo            | sales_order_status | ORIGINAL_ORDER_QUANTITY      | smallint    |
| 132 | GEN_AI_NEW      | dbo            | sales_order_status | CAM                          | varchar     |
| 133 | GEN_AI_NEW      | dbo            | sales_order_status | BATCH                        | varchar     |
| 134 | GEN_AI_NEW      | dbo            | sales_order_status | PRODUCTION_TARGET_DATE       | date        |
| 135 | GEN_AI_NEW      | dbo            | sales_order_status | ACTUAL_PRODUCTION_DATE       | date        |
| 136 | GEN_AI_NEW      | dbo            | sales_order_status | DO_TARGET_DATE               | date        |
| 137 | GEN_AI_NEW      | dbo            | sales_order_status | ACTUAL_DO_CREATION_DATE      | date        |
| 138 | GEN_AI_NEW      | dbo            | sales_order_status | ACTUAL_INVOICE_CREATION_DATE | date        |
| 139 | GEN_AI_NEW      | dbo            | sales_order_status | ACTUAL_DELIVERY_DATE         | date        |
| 140 | GEN_AI_NEW      | dbo            | sales_order_status | ACTUAL_PRODUCTION_QUANTITY   | smallint    |
| 141 | GEN_AI_NEW      | dbo            | sales_order_status | ACTUAL_DISPATCH_QUANTITY     | smallint    |
| 142 | GEN_AI_NEW      | dbo            | sales_order_status | ACTUAL_INVOICE_QUANTITY      | smallint    |
| 143 | GEN_AI_NEW      | dbo            | sales_order_status | TOTAL_PRODUCTION_QUANTITY    | smallint    |
| 144 | GEN_AI_NEW      | dbo            | sales_order_status | TOTAL_INVOICE_QUANTITY       | smallint    |
| 145 | GEN_AI_NEW      | dbo            | sales_order_status | KEY                          | varchar     |
| 146 | GEN_AI_NEW      | dbo            | sales_order_status | OTIF                         | varchar     |"
402275-sql,sql,How many orders are delayed due to campaign unavailability?,"SELECT Product_Form AS PRODUCT_FORM, COUNT(DISTINCT PART_ID) AS ORDER_COUNT, ROUND(SUM(ORDER_QTY), 0) AS ORDER_QTY, CONCAT(ROUND(AVG(DAYS_LATE), 0), ' ', 'Days') AS AVG_LATENESS FROM [GEN_AI_NEW].[dbo].late_order_reasons WHERE REASON_CATEGORY = 'Campaign Unavailable' GROUP BY PRODUCT_FORM ORDER BY ORDER_QTY DESC;"
407089-sql,sql,"What are the Unrestricted Quantity, Inspection Quantity, Blocked Quantity, and In-Hand Stock Quantity by Product Form and Grade?","select DC as [Distribution Channel],sales_office as [Sales Office],form as [Product Form],grade_grp as Grade,round(sum(uq),0) as [Unrestricted Quantity],round(sum(iq),0) as [Inspection Quantity], round(sum(bq),0) as [Blocked Quantity],round(sum(sq),0) as [In Hand Stock Quantity] from inv_stock_clear where NCO_DECLARED='Yes' and  DC='OEM' AND SALES_OFFICE='Mumbai' and form='S_HRCF' group by form,grade_grp,DC,SALES_OFFICE order by [In Hand Stock Quantity] desc;"
402305-sql,sql,Can forecast accuracy be improved by considering significant causal factors?,"SELECT DISTINCT CONCAT('01','-',RIGHT([Test_period],2),'-',LEFT([test_period],4)) AS [Month], [Key] AS DFU, REVERSE(PARSENAME(REPLACE(REVERSE([Key]), '/', '.'), 1)) AS [Customer], REVERSE(PARSENAME(REPLACE(REVERSE([Key]), '/', '.'), 2)) AS [Product], Features AS [Significant Causals], Test_Period, ROUND(Actuals,0) AS Sales, ROUND(Pred,0) AS Forecast, ROUND(Accuracy,0) AS [Forecast Accuracy%] FROM [GEN_AI_NEW].[dbo].[Model_Results] WHERE model = 'SEL Var MLR' AND [key] = 'R01/15/All_Location';"
407086-sql,sql,"What are the Unrestricted Quantity, Inspection Quantity, Blocked Quantity, and In-Hand Stock Quantity by Sales Office?","select dc as [Distribution Channel] , sales_office as [Sales Office],round(sum(uq),0) as [Unrestricted Quantity],round(sum(iq),0) as [Inspection Quantity], round(sum(bq),0) as [Blocked Quantity],round(sum(sq),0) as [In Hand Stock Quantity] from inv_stock_clear where NCO_DECLARED='Yes' and sales_office is not null and dc='OEM' group by sales_office,dc order by [In Hand Stock Quantity] desc;"
407071-sql,sql,"What is the upstream item of 'PPGL_CL_HARD_PLAIN_0.35-0.45_1101-1235' produced on KMIL, and how much extra quantity is required to meet the unmet demand?","select Distinct item as Item, ROUND(EXTRA_QTY,0) as Extra_Qty from upstream_resources WHERE res like 'KMIL%';"
282146-ddl,ddl,,"
CREATE TABLE GEN_AI_NEW.dbo.PLANT_PERCENTAGE (
    RES varchar,
    LOC varchar,
    UDC_PRODUCT_GROUP varchar,
    Percentage_utilized float
);


"
400095-sql,sql,What if I skip collaboration where the value added is zero or negative?,"select distinct Product,Customer, CONVERT ( varchar,MONTH, 32) AS Month, round(Avg_3_month_sales,0) as Avg_3Month_sales, Stat_Accuracy, PH_Accuracy, Skip_Collaboration_Accuracy_Increase  from SNOP_Value_Add_RCA where month ='01-06-2024'and product='15' and customer in ('WEST','NORTH') and Cust_Segment in ('Emerging','Strategic','Focus') and Skip_Collaboration_Accuracy_Increase not like '%-%' order by 4 desc;"
407057-sql,sql,What is the resource utilization for all plants for the upcoming month?,"select LOC AS Plant, res as Resource , ROUND(pct_used,2) as [Resource_Utilisation %] from resource_utilization where res not like '%DUMMY%' AND Total_produced_qty <> ' ' ;"
401640-sql,sql,Which sales orders are only partially promised?,"SELECT [SALES_ORDER_NUMBER] AS ""SALES ORDER NUMBER"", [LINE_ITEM_NUMBER] AS ""LINE ITEM NUMBER"", [SOLD_TO_PARTY] AS ""SOLD TO PARTY"", [DEMAND_GROUP] AS ""DEMAND GROUP"", [PRODUCT_FORM] AS ""PRODUCT FORM"", ITEM AS ""ITEM"", PLANT AS ""PLANT"", [PLANT_NAME] AS ""PLANT NAME"", MAX([PRODUCTION_TARGET_DATE]) AS ""PRODUCTION TARGET DATE"", MAX([ACTUAL_PRODUCTION_DATE]) AS ""ACTUAL PRODUCTION DATE"", AVG([TOTAL_PRODUCTION_QUANTITY]) AS ""TOTAL PRODUCTION QUANTITY"", AVG([PROMISED_TARGET_QUANTITY]) AS ""PROMISED TARGET QUANTITY"", MAX([DO_TARGET_DATE]) AS ""DO TARGET DATE"", MAX([ACTUAL_DO_CREATION_DATE]) AS ""ACTUAL DO CREATION DATE"", MAX([DELIVERY_TARGET_DATE]) AS ""DELIVERY TARGET DATE"", MAX([ACTUAL_DELIVERY_DATE]) AS ""ACTUAL DELIVERY DATE"", AVG([PROMISED_TARGET_QUANTITY]) AS ""PROMISED TARGET QUANTITY"", AVG([ACTUAL_INVOICE_QUANTITY]) AS ""ACTUAL INVOICE QUANTITY"", AVG([ORIGINAL_ORDER_QUANTITY]) AS ""ORIGINAL ORDER QUANTITY"" FROM SALES_ORDER_STATUS WHERE [ORIGINAL_ORDER_QUANTITY] > [PROMISED_TARGET_QUANTITY] GROUP BY [SALES_ORDER_NUMBER], [LINE_ITEM_NUMBER], [SOLD_TO_PARTY], [DEMAND_GROUP], [PRODUCT_FORM], ITEM, PLANT, [PLANT_NAME];"
394102-sql,sql,What is the fill rate for customer orders and forecast orders by month?,"SELECT CONVERT(varchar, MONTH, 32) AS Month, ROUND(SUM(TOTAL_CUST_ORDER), 0) AS Total_Cust_Orders, ROUND(SUM(TOT_CUSTORDER_ALLOCATION), 0) AS Total_Met_Cust_Order, CASE WHEN SUM(TOTAL_CUST_ORDER) = 0 THEN '0%' ELSE CONCAT(ROUND((SUM(TOT_CUSTORDER_ALLOCATION) / SUM(TOTAL_CUST_ORDER)) * 100, 0), '%') END AS Cust_Order_Fill_Rate, ROUND(SUM(TOT_FORCAST_ORDER), 0) AS Total_Fcst_Orders, ROUND(SUM(TOT_FCSTORDER_ALLOCATION), 0) AS Total_Met_Fcst_Order, CASE WHEN SUM(TOT_FORCAST_ORDER) = 0 THEN '0%' ELSE CONCAT(ROUND((SUM(TOT_FCSTORDER_ALLOCATION) / SUM(TOT_FORCAST_ORDER) * 100), 0), '%') END AS Fcst_Order_Fill_Rate FROM udt_order_fulfillment WHERE simulation_name = 'MONTHLY_MAX_DEMSAT' GROUP BY MONTH;"
1840456-doc,documentation,,"The following columns are in the Statistical_Data table in the GEN_AI_NEW database:

|    | TABLE_CATALOG   | TABLE_SCHEMA   | TABLE_NAME       | COLUMN_NAME                         | DATA_TYPE   |
|---:|:----------------|:---------------|:-----------------|:------------------------------------|:------------|
| 70 | GEN_AI_NEW      | dbo            | Statistical_Data | Product                             | varchar     |
| 71 | GEN_AI_NEW      | dbo            | Statistical_Data | Customer                            | varchar     |
| 72 | GEN_AI_NEW      | dbo            | Statistical_Data | Total_Percent_of_Sales_Contribution | varchar     |
| 73 | GEN_AI_NEW      | dbo            | Statistical_Data | Startdate                           | date        |
| 74 | GEN_AI_NEW      | dbo            | Statistical_Data | Actuals                             | float       |
| 75 | GEN_AI_NEW      | dbo            | Statistical_Data | Forecast                            | float       |
| 76 | GEN_AI_NEW      | dbo            | Statistical_Data | Accuracy                            | varchar     |
| 77 | GEN_AI_NEW      | dbo            | Statistical_Data | BY_Algorithm                        | varchar     |
| 78 | GEN_AI_NEW      | dbo            | Statistical_Data | Data_Pattern_Type                   | varchar     |
| 79 | GEN_AI_NEW      | dbo            | Statistical_Data | Trend                               | varchar     |
| 80 | GEN_AI_NEW      | dbo            | Statistical_Data | Seasonality_Check                   | varchar     |
| 81 | GEN_AI_NEW      | dbo            | Statistical_Data | BY_Alpha_Parameter                  | float       |
| 82 | GEN_AI_NEW      | dbo            | Statistical_Data | BY_Beta_Parameter                   | float       |
| 83 | GEN_AI_NEW      | dbo            | Statistical_Data | BY_Gamma_Parameter                  | float       |"
394110-sql,sql,How can we improve the fill rate for these products?,"SELECT DISTINCT ITEM as Item, RES as Resource , ROUND(prodrate,2) AS Production_Rate ,ROUND(max_prodrate,2) as Max_Production_Rate,ROUND((max_prodrate-prodrate),2) as Increase_In_TPH, ROUND(yield,2) AS Yield, ROUND(max_yield,2) as Max_Yield, ROUND((max_yield-yield),2) as Increase_In_Yield from ABP_DATA;"
1840466-doc,documentation,,"The following columns are in the Resource_utilization table in the GEN_AI_NEW database:

|     | TABLE_CATALOG   | TABLE_SCHEMA   | TABLE_NAME           | COLUMN_NAME                   | DATA_TYPE   |
|----:|:----------------|:---------------|:---------------------|:------------------------------|:------------|
| 299 | GEN_AI_NEW      | dbo            | Resource_utilization | Month                         | date        |
| 300 | GEN_AI_NEW      | dbo            | Resource_utilization | LOC                           | varchar     |
| 301 | GEN_AI_NEW      | dbo            | Resource_utilization | RES                           | varchar     |
| 302 | GEN_AI_NEW      | dbo            | Resource_utilization | Total_produced_qty            | float       |
| 303 | GEN_AI_NEW      | dbo            | Resource_utilization | Prime_qty                     | float       |
| 304 | GEN_AI_NEW      | dbo            | Resource_utilization | Co_prod_qty                   | float       |
| 305 | GEN_AI_NEW      | dbo            | Resource_utilization | Load_hours                    | float       |
| 306 | GEN_AI_NEW      | dbo            | Resource_utilization | UDC_MONTH_CAPACITY_HRS        | float       |
| 307 | GEN_AI_NEW      | dbo            | Resource_utilization | Pct_Used                      | float       |
| 308 | GEN_AI_NEW      | dbo            | Resource_utilization | eff_Prodrate_Full_capacity    | float       |
| 309 | GEN_AI_NEW      | dbo            | Resource_utilization | eff_prod_rate_loaded_capacity | float       |
| 310 | GEN_AI_NEW      | dbo            | Resource_utilization | Eff_Yield_rate                | float       |
| 311 | GEN_AI_NEW      | dbo            | Resource_utilization | updated_pct_used              | float       |"
289543-ddl,ddl,,"
CREATE TABLE GEN_AI_NEW.dbo.POSSIBLE_REASONS (
    [Possible Reasons] varchar,
    [Corrective Actions] varchar
);



"
1840454-doc,documentation,,"The following columns are in the Optimal_Statistical_Output table in the GEN_AI_NEW database:

|    | TABLE_CATALOG   | TABLE_SCHEMA   | TABLE_NAME                 | COLUMN_NAME             | DATA_TYPE   |
|---:|:----------------|:---------------|:---------------------------|:------------------------|:------------|
| 22 | GEN_AI_NEW      | dbo            | Optimal_Statistical_Output | Product                 | varchar     |
| 23 | GEN_AI_NEW      | dbo            | Optimal_Statistical_Output | Customer                | varchar     |
| 24 | GEN_AI_NEW      | dbo            | Optimal_Statistical_Output | Month                   | date        |
| 25 | GEN_AI_NEW      | dbo            | Optimal_Statistical_Output | Avg_3_months_sales      | float       |
| 26 | GEN_AI_NEW      | dbo            | Optimal_Statistical_Output | BY_Forecast             | float       |
| 27 | GEN_AI_NEW      | dbo            | Optimal_Statistical_Output | Optimal_Forecast        | float       |
| 28 | GEN_AI_NEW      | dbo            | Optimal_Statistical_Output | New_Forecast            | float       |
| 29 | GEN_AI_NEW      | dbo            | Optimal_Statistical_Output | BY_Accuracy             | varchar     |
| 30 | GEN_AI_NEW      | dbo            | Optimal_Statistical_Output | Optimal_Accuracy        | varchar     |
| 31 | GEN_AI_NEW      | dbo            | Optimal_Statistical_Output | New_Accuracy            | varchar     |
| 32 | GEN_AI_NEW      | dbo            | Optimal_Statistical_Output | Increase_Decrease       | varchar     |
| 33 | GEN_AI_NEW      | dbo            | Optimal_Statistical_Output | BY_Alpha_Parameter      | float       |
| 34 | GEN_AI_NEW      | dbo            | Optimal_Statistical_Output | BY_Beta_Parameter       | float       |
| 35 | GEN_AI_NEW      | dbo            | Optimal_Statistical_Output | BY_Gamma_Parameter      | float       |
| 36 | GEN_AI_NEW      | dbo            | Optimal_Statistical_Output | Optimal_Alpha_Parameter | float       |
| 37 | GEN_AI_NEW      | dbo            | Optimal_Statistical_Output | Optimal_Beta_Parameter  | float       |
| 38 | GEN_AI_NEW      | dbo            | Optimal_Statistical_Output | Optimal_Gamma_Parameter | float       |
| 39 | GEN_AI_NEW      | dbo            | Optimal_Statistical_Output | Optimal_Algorithm       | varchar     |
| 40 | GEN_AI_NEW      | dbo            | Optimal_Statistical_Output | BY_Algorithm            | varchar     |"
402274-sql,sql,"List the constrained materials, their supply quantities, and arrival dates.","SELECT DISTINCT ORDERED_PART, ROUND(SUM(Supply_Quantity), 0) AS SUPPLY_QUANTITY, CONVERT(VARCHAR, Arrival_Time, 105) AS ARRIVAL_TIME FROM [GEN_AI_NEW].[dbo].[RM_Supply_Report] WHERE SUPPLY_TYPE = 'PO' AND ORDERED_PART IN (SELECT DISTINCT Late_Part FROM [GEN_AI_NEW].[dbo].[late_order_reasons] WHERE Late_Part NOT LIKE '%Null%' AND Order_Qty > '50' AND Product_Form = 'S_PPGLCF' GROUP BY Late_Part) GROUP BY ORDERED_PART, Arrival_Time ORDER BY SUPPLY_QUANTITY DESC;"
282143-ddl,ddl,,"
CREATE TABLE GEN_AI_NEW.dbo.ABP_DATA (
    ITEM varchar,
    Res varchar,
    PRODRATE float,
    Max_Prodrate float,
    Yield float,
    MAX_Yield float
);

"
394101-sql,sql,What is the overall fill rate for all months?,"select CONVERT ( varchar,MONTH, 32) AS Month, ROUND(SUM(TOTAL_ORDER),0) AS Total_Orders, ROUND(SUM(TOTAL_ALLOCATION),0) AS Met_Orders, CONCAT(ROUND((SUM(TOTAL_ALLOCATION)/SUM(TOTAL_ORDER))*100,0),'%') AS Fill_Rate from udt_order_fulfillment where simulation_name ='MONTHLY_MAX_DEMSAT' GROUP BY MONTH;"
1840462-doc,documentation,,"The following columns are in the RM_Supply_Report table in the GEN_AI_NEW database:

|     | TABLE_CATALOG   | TABLE_SCHEMA   | TABLE_NAME       | COLUMN_NAME        | DATA_TYPE   |
|----:|:----------------|:---------------|:-----------------|:-------------------|:------------|
| 243 | GEN_AI_NEW      | dbo            | RM_Supply_Report | Ordered_Part       | varchar     |
| 244 | GEN_AI_NEW      | dbo            | RM_Supply_Report | Description        | varchar     |
| 245 | GEN_AI_NEW      | dbo            | RM_Supply_Report | Inventory_Buffer   | varchar     |
| 246 | GEN_AI_NEW      | dbo            | RM_Supply_Report | Vendor             | varchar     |
| 247 | GEN_AI_NEW      | dbo            | RM_Supply_Report | Supply_Type        | varchar     |
| 248 | GEN_AI_NEW      | dbo            | RM_Supply_Report | Supply_Quantity    | float       |
| 249 | GEN_AI_NEW      | dbo            | RM_Supply_Report | Supply             | varchar     |
| 250 | GEN_AI_NEW      | dbo            | RM_Supply_Report | Arrival_Time       | datetime2   |
| 251 | GEN_AI_NEW      | dbo            | RM_Supply_Report | Total_Fed_Quantity | float       |
| 252 | GEN_AI_NEW      | dbo            | RM_Supply_Report | Unused_Quantity    | float       |
| 253 | GEN_AI_NEW      | dbo            | RM_Supply_Report | No_of_Orders_Fed   | float       |
| 254 | GEN_AI_NEW      | dbo            | RM_Supply_Report | Orders_Fed         | varchar     |
| 255 | GEN_AI_NEW      | dbo            | RM_Supply_Report | Action_Quantity    | float       |
| 256 | GEN_AI_NEW      | dbo            | RM_Supply_Report | Available_Time     | datetime2   |
| 257 | GEN_AI_NEW      | dbo            | RM_Supply_Report | Latest_Needed_Time | varchar     |
| 258 | GEN_AI_NEW      | dbo            | RM_Supply_Report | Start_of_Bucket    | varchar     |
| 259 | GEN_AI_NEW      | dbo            | RM_Supply_Report | End_of_Bucket      | varchar     |
| 260 | GEN_AI_NEW      | dbo            | RM_Supply_Report | PO_Release_Time    | varchar     |
| 261 | GEN_AI_NEW      | dbo            | RM_Supply_Report | LPST_Message       | varchar     |
| 262 | GEN_AI_NEW      | dbo            | RM_Supply_Report | PST_Message        | varchar     |"
401642-sql,sql,What actions can I take to improve allocations for partially promised orders?,"SELECT [ALLOCATION_DEMAND_GROUP] AS ""ALLOCATION DEMAND GROUP"", [ALLOCATION_ITEM] AS ""ALLOCATION ITEM"", PLANT AS ""PLANT"", [AVAIL_DATE] AS ""AVAIL DATE"", [ALLOCATION_QUANTITY] AS ""ALLOCATION QUANTITY"", [CONSUMED_QUANTITY] AS ""CONSUMED QUANTITY"", [FREE_ALLOCATIONS] AS ""FREE ALLOCATIONS"" FROM UDT_ALLOCATION_DETAIL_REPORT WHERE [FREE_ALLOCATIONS]<>0;"
400880-sql,sql,What is the potential improvement in forecast accuracy?,"SELECT Product, Customer, Month, (New_Forecast - Optimal_Forecast) AS Potential_Improvement
FROM Optimal_Statistical_Output;"
1840463-doc,documentation,,"The following columns are in the Sales_Data table in the GEN_AI_NEW database:

|     | TABLE_CATALOG   | TABLE_SCHEMA   | TABLE_NAME   | COLUMN_NAME     | DATA_TYPE   |
|----:|:----------------|:---------------|:-------------|:----------------|:------------|
| 263 | GEN_AI_NEW      | dbo            | Sales_Data   | customer        | varchar     |
| 264 | GEN_AI_NEW      | dbo            | Sales_Data   | product         | float       |
| 265 | GEN_AI_NEW      | dbo            | Sales_Data   | loc             | varchar     |
| 266 | GEN_AI_NEW      | dbo            | Sales_Data   | MD              | date        |
| 267 | GEN_AI_NEW      | dbo            | Sales_Data   | Qty             | float       |
| 268 | GEN_AI_NEW      | dbo            | Sales_Data   | AC_PROD         | float       |
| 269 | GEN_AI_NEW      | dbo            | Sales_Data   | REF_PROD        | float       |
| 270 | GEN_AI_NEW      | dbo            | Sales_Data   | CEMENT_PROD     | float       |
| 271 | GEN_AI_NEW      | dbo            | Sales_Data   | COMPRESSOR_PROD | float       |
| 272 | GEN_AI_NEW      | dbo            | Sales_Data   | CONS_MACH_PROD  | float       |
| 273 | GEN_AI_NEW      | dbo            | Sales_Data   | CRANES_PROD     | float       |
| 274 | GEN_AI_NEW      | dbo            | Sales_Data   | OIL_PROD        | float       |
| 275 | GEN_AI_NEW      | dbo            | Sales_Data   | CV_PROD         | float       |
| 276 | GEN_AI_NEW      | dbo            | Sales_Data   | MINING_PROD     | float       |
| 277 | GEN_AI_NEW      | dbo            | Sales_Data   | PAINT_PROD      | float       |
| 278 | GEN_AI_NEW      | dbo            | Sales_Data   | VARNISH_PROD    | float       |
| 279 | GEN_AI_NEW      | dbo            | Sales_Data   | PUMP_PROD       | float       |
| 280 | GEN_AI_NEW      | dbo            | Sales_Data   | PV_PROD         | float       |
| 281 | GEN_AI_NEW      | dbo            | Sales_Data   | STEEL_PROD      | float       |
| 282 | GEN_AI_NEW      | dbo            | Sales_Data   | TRACTOR_PROD    | float       |
| 283 | GEN_AI_NEW      | dbo            | Sales_Data   | TRANS_PROD      | float       |
| 284 | GEN_AI_NEW      | dbo            | Sales_Data   | Key             | varchar     |
| 285 | GEN_AI_NEW      | dbo            | Sales_Data   | Rank            | float       |"
1840457-doc,documentation,,"The following columns are in the P_val table in the GEN_AI_NEW database:

|    | TABLE_CATALOG   | TABLE_SCHEMA   | TABLE_NAME   | COLUMN_NAME   | DATA_TYPE   |
|---:|:----------------|:---------------|:-------------|:--------------|:------------|
| 84 | GEN_AI_NEW      | dbo            | P_val        | index         | varchar     |
| 85 | GEN_AI_NEW      | dbo            | P_val        | coef          | float       |
| 86 | GEN_AI_NEW      | dbo            | P_val        | std_err       | float       |
| 87 | GEN_AI_NEW      | dbo            | P_val        | t             | float       |
| 88 | GEN_AI_NEW      | dbo            | P_val        | P_t           | float       |
| 89 | GEN_AI_NEW      | dbo            | P_val        | _0_025        | float       |
| 90 | GEN_AI_NEW      | dbo            | P_val        | _0_975        | float       |
| 91 | GEN_AI_NEW      | dbo            | P_val        | Name          | varchar     |
| 92 | GEN_AI_NEW      | dbo            | P_val        | RSQUARE       | float       |
| 93 | GEN_AI_NEW      | dbo            | P_val        | ADJ_RSQUARE   | float       |
| 94 | GEN_AI_NEW      | dbo            | P_val        | Importances   | float       |
| 95 | GEN_AI_NEW      | dbo            | P_val        | Check         | float       |"
287385-ddl,ddl,,"
CREATE TABLE GEN_AI_NEW.dbo.Model_Results (
    TEST_Period date,
    Actuals float,
    Key varchar,
    Pred float,
    Error float,
    Error1 float,
    Accuracy float,
    Features varchar,
    Rsquare float,
    Adj_Rsquare float,
    Model varchar
);

"
